"date","participant","session","trial","wind","init_site","plat_site","init_dist","end_dist","time_trial","time_block","fuel","presses","outcome","interruptions","forced","fad","wad"
"06/07 11:35:58","Y45HV1N",1,23,1.33,2,0,484.66,223.02,7.7,338.8,626,11,"offscreen",0,1,317.643860429107,242.154451832128
"06/07 11:35:49","Y45HV1N",1,22,-1,1,0,346.77,228.35,7.5,330.4,426,6,"crash",0,1,255.448038879264,210.154018559406
"06/07 11:35:42","Y45HV1N",1,21,3.16,0,2,636,422.77,7.8,322.5,520,10,"offscreen",0,1,461.663315757904,397.425685608454
"06/07 11:35:33","Y45HV1N",1,20,2.43,0,2,687.41,304.96,25.6,314.2,921,24,"offscreen",0,1,305.432008332653,222.15039440213
"06/07 11:35:07","Y45HV1N",1,19,-0.58,0,1,342.68,27.47,14.2,287.9,395,15,"crash",0,1,225.077326403203,167.681377490625
"06/07 11:34:52","Y45HV1N",1,18,2.64,1,0,353.91,474.37,23.9,272.9,1554,21,"crash",0,1,304.42616468231,241.922351079874
"06/07 11:34:27","Y45HV1N",1,17,3.23,1,0,519.96,558.51,6.6,248.4,332,9,"crash",0,1,558.878197087469,566.770721900778
"06/07 11:34:20","Y45HV1N",1,16,-2.67,0,2,636.57,153.36,29.2,241.2,1130,42,"offscreen",0,1,377.820813180038,316.10518988171
"06/07 11:33:51","Y45HV1N",1,15,0.1,0,2,498.51,34.4,12,211.5,253,13,"crash",0,1,306.286623103808,218.860711710613
"06/07 11:33:38","Y45HV1N",1,14,-1.29,1,2,486.84,0.62,16.3,198.7,392,19,"crash",0,1,419.10656303193,349.609036911647
"06/07 11:33:21","Y45HV1N",1,13,0.85,0,2,619.12,306.19,4.1,181.8,252,4,"crash",0,1,559.235156612749,512.017694760956
"06/07 11:33:16","Y45HV1N",1,12,-2.94,2,0,545.43,83.31,9.4,177,455,8,"crash",0,1,352.562441240689,259.146182344446
"06/07 11:33:06","Y45HV1N",1,11,1.09,0,2,620.03,242.94,7.5,167,129,4,"offscreen",0,1,467.255852796827,391.117996678629
"06/07 11:32:58","Y45HV1N",1,10,-1.08,1,2,429.15,227.41,4.4,158.6,210,4,"crash",0,1,397.512007065149,367.270139313483
"06/07 11:32:52","Y45HV1N",1,9,0.42,2,1,520.03,365.17,27.8,153.2,1090,18,"crash",0,1,279.404334111998,243.375990276954
"06/07 11:32:24","Y45HV1N",1,8,-1.5,0,2,676.01,561.83,18.6,124.8,608,15,"offscreen",0,1,475.014212338093,388.87757664601
"06/07 11:32:05","Y45HV1N",1,7,2.1,1,2,339.04,382.7,18.2,105.6,399,26,"offscreen",0,1,260.567589655031,255.945065659043
"06/07 11:31:44","Y45HV1N",1,6,-2.17,1,2,391.42,24.48,20.8,84.7,480,23,"crash",0,1,280.497525400926,219.135724092535
"06/07 11:31:22","Y45HV1N",1,4,0.82,0,2,778.83,39.95,12.8,62.5,130,13,"crash",0,1,509.056377143654,378.418804744328
"06/07 11:31:08","Y45HV1N",1,3,-2.83,2,0,507.24,595.49,23.6,48.8,1299,20,"crash",0,1,360.792009547917,364.352691566973
"06/07 11:30:43","Y45HV1N",1,2,-3.72,2,1,449.75,499.34,10.1,24.1,387,11,"offscreen",0,1,317.520915384257,292.802462295005
"06/07 11:30:30","Y45HV1N",1,1,2.81,1,2,220.55,156.8,5,11.3,242,2,"offscreen",0,1,152.070677382863,124.176747666996
"06/07 01:34:05","KitoriSama",1,22,-0.02,2,0,701.98,3.92,18.5,684.2,765,32,"crash",0,1,336.118738742205,192.46003859602
"06/07 01:33:34","KitoriSama",1,21,-0.67,2,1,413.45,6.04,26.8,653.9,1017,36,"success",0,1,150.868103392995,87.9516030574921
"06/07 01:33:05","KitoriSama",1,20,0.63,2,1,477.24,4.74,26,624.7,1164,59,"crash",0,1,187.463918395259,104.707689223057
"06/07 01:32:38","KitoriSama",1,19,-3.29,0,1,471.94,62.68,20.7,597.2,963,54,"crash",0,1,289.897161863643,202.480447273177
"06/07 01:32:16","KitoriSama",1,18,3.73,1,2,417.19,10.51,16.5,575,616,34,"crash",0,1,264.819870862002,181.316841161249
"06/07 01:31:04","KitoriSama",1,17,-1.25,2,0,772.3,58.24,9.8,503.9,741,24,"crash",0,1,471.491613232148,317.897612778023
"06/07 01:30:53","KitoriSama",1,16,3.76,2,0,686.67,707.89,32.1,492.1,1923,51,"offscreen",0,1,460.156650811835,406.129073672484
"06/07 01:30:19","KitoriSama",1,15,-1.41,0,2,658.72,9.19,33.2,458.2,994,75,"crash",0,1,260.779958678235,149.341385143395
"06/07 01:29:44","KitoriSama",1,14,1.42,2,0,542.29,11.17,25.4,423.4,1022,48,"success",0,1,208.660647192773,96.7700128091845
"06/07 01:29:16","KitoriSama",1,13,2.58,0,2,720.16,20.38,16.6,395.1,614,23,"success",0,1,313.639782975587,170.061619643252
"06/07 01:28:57","KitoriSama",1,12,0.26,2,0,617.04,9.53,23.4,376.7,842,44,"success",0,1,232.444122119042,110.585511459039
"06/07 01:28:32","KitoriSama",1,11,2.9,2,1,286.52,21.91,13.8,351.5,841,34,"crash",0,1,211.336075591776,174.223335745931
"06/07 01:28:16","KitoriSama",1,10,0.13,2,1,350.35,8.65,19.5,335.9,968,42,"success",0,1,152.390690220901,89.3208902378878
"06/07 01:27:55","KitoriSama",1,9,-1.49,0,2,555.42,9.94,29.3,314.6,1213,71,"success",0,1,158.823820121717,81.8122001551577
"06/07 01:27:25","KitoriSama",1,8,-3.6,0,2,551.77,24.4,37,284.1,2117,78,"crash",0,1,191.537814440195,112.450607827891
"06/07 01:26:45","KitoriSama",1,7,2.37,2,0,488.64,5.47,15.5,244.6,615,35,"crash",0,1,265.238667258863,160.315388387872
"06/07 01:26:28","KitoriSama",1,6,-3.2,1,2,401.89,244.45,5.3,227.9,618,4,"crash",0,1,369.057030299303,341.429646649195
"06/07 01:26:22","KitoriSama",1,5,1.31,1,2,451.33,11.34,5.6,221.1,650,3,"crash",0,1,309.831599246612,234.261726056146
"06/07 01:26:15","KitoriSama",1,4,-1.09,2,1,586.69,12.21,29.3,214.1,859,56,"crash",0,1,274.445341220048,177.152620971335
"06/07 01:25:39","KitoriSama",1,3,2.74,0,2,699.13,22.33,53.9,178.2,1706,128,"crash",0,1,246.047917035062,137.818155114728
"06/07 01:24:43","KitoriSama",1,2,2.65,1,0,450.41,9.67,51.8,122.1,1741,129,"success",0,1,176.417794863004,106.753224157073
"06/07 01:23:47","KitoriSama",1,1,-2.19,1,0,370.34,6.09,57.9,66.6,1564,136,"success",0,1,117.368767579842,70.5153310449087
"06/06 18:05:50","FelixFelicis",1,42,-3.76,1,2,410.89,49.39,46.6,1223.6,1185,73,"crash",0,1,136.130177535456,82.1576293317574
"06/06 18:05:03","FelixFelicis",1,41,2.04,1,2,357.57,33.36,39.1,1176.4,769,52,"success",0,1,113.979104532644,78.6439864548884
"06/06 18:04:23","FelixFelicis",1,40,0.82,1,2,439.4,10.97,14.2,1136.6,191,19,"success",0,1,195.707403550772,107.258188360723
"06/06 18:04:08","FelixFelicis",1,39,-2.27,2,0,488.57,6.36,33.1,1121.7,1062,55,"success",0,1,210.483293471629,136.449638082702
"06/06 18:03:34","FelixFelicis",1,38,0.25,2,1,396.7,15.14,38.1,1087.9,807,61,"success",0,1,136.461746937621,92.8887604665019
"06/06 18:02:55","FelixFelicis",1,37,2.93,2,0,659.05,16.15,18.5,1049.2,352,25,"success",0,1,307.231045230088,169.350492178315
"06/06 18:02:36","FelixFelicis",1,36,1.15,1,2,499.82,22.55,18.8,1029.9,286,28,"success",0,1,232.802921525383,142.441906195868
"06/06 18:02:17","FelixFelicis",1,35,-1.32,2,0,580.52,31.43,22.9,1010.5,427,38,"success",0,1,214.700960958918,122.185184504501
"06/06 18:01:53","FelixFelicis",1,34,0.89,2,0,602.28,33.41,17.7,986.7,550,28,"success",0,1,260.280330944716,130.046011828103
"06/06 18:01:34","FelixFelicis",1,33,-3.06,1,0,393.24,11.03,20.4,968.3,513,32,"success",0,1,126.157253206106,66.5841178935114
"06/06 18:01:13","FelixFelicis",1,32,0.33,0,2,728.57,12.88,47.1,947.1,1088,88,"success",0,1,203.344228895962,92.544614802785
"06/06 18:00:25","FelixFelicis",1,31,2.06,1,2,532.1,14.38,17.4,899,370,27,"success",0,1,227.429381505052,120.564693642676
"06/06 18:00:07","FelixFelicis",1,30,-0.81,1,0,401.87,27.01,32.6,881,852,50,"success",0,1,147.822025086939,100.53277639919
"06/06 17:59:34","FelixFelicis",1,29,0.8,2,1,423.28,8.96,22.9,847.8,445,37,"success",0,1,170.992818102117,88.1271944613209
"06/06 17:59:10","FelixFelicis",1,28,1.11,0,1,344.88,465.13,14.9,824.2,643,21,"offscreen",0,1,201.605212488292,193.746751712178
"06/06 17:58:55","FelixFelicis",1,27,1.34,1,2,388.1,15.46,19,808.7,371,31,"success",0,1,161.968300058796,89.9554742624389
"06/06 17:58:35","FelixFelicis",1,26,-2.26,1,0,396.3,9.39,15.1,789,240,23,"success",0,1,174.217404037732,91.749519912634
"06/06 17:58:19","FelixFelicis",1,25,-2.39,0,2,692.94,23.68,42.1,773.3,1526,56,"success",0,1,180.47188809509,93.8886558239212
"06/06 17:57:36","FelixFelicis",1,24,1.5,0,2,716.38,35.24,20,730.4,739,31,"success",0,1,250.429924432839,118.921130325739
"06/06 17:57:16","FelixFelicis",1,23,-3.96,1,2,548.7,13.01,34.8,709.6,1095,60,"success",0,1,183.418049529323,100.671636432226
"06/06 17:56:40","FelixFelicis",1,22,3.43,0,2,667.77,274.25,50.3,673.7,2092,72,"offscreen",0,1,157.378244918931,108.322475303
"06/06 17:55:49","FelixFelicis",1,21,0.71,2,1,486.54,14.79,17.3,622.7,379,27,"success",0,1,233.553931242859,135.98800085634
"06/06 17:55:31","FelixFelicis",1,20,2.47,0,1,352.67,32.19,29.3,604.6,852,46,"success",0,1,115.356632400616,69.0240496668739
"06/06 17:55:01","FelixFelicis",1,19,-0.45,2,0,729.47,25.26,28.1,574.6,1090,37,"success",0,1,264.782515770762,150.942347551791
"06/06 17:54:32","FelixFelicis",1,18,-3.47,1,0,471.22,49.77,23.5,545.6,557,34,"crash",0,1,178.934140913821,113.748257197758
"06/06 17:54:07","FelixFelicis",1,17,-0.63,2,0,746.49,10.7,29.5,521.3,1063,49,"success",0,1,242.833250700594,118.044424869002
"06/06 17:53:37","FelixFelicis",1,16,-0.75,1,0,292.4,17.17,32.6,491,1064,51,"success",0,1,122.93465512059,95.9207912242655
"06/06 17:53:04","FelixFelicis",1,15,-1.68,2,0,591.1,17.82,27.9,457.6,1061,40,"success",0,1,287.350553338569,193.059636370561
"06/06 17:52:35","FelixFelicis",1,14,-3.92,0,2,609.2,40.64,46.6,428.7,1255,67,"success",0,1,183.41785538518,98.0630071165677
"06/06 17:51:47","FelixFelicis",1,13,-3.22,1,2,489.81,9.38,22.1,381.1,467,28,"success",0,1,195.068818963161,90.4636447666933
"06/06 17:51:24","FelixFelicis",1,12,-2.12,1,2,538.71,10.12,17.5,358.1,436,28,"success",0,1,219.965277480858,100.795500752076
"06/06 17:51:06","FelixFelicis",1,11,-1.39,1,0,421.24,12.29,26.8,339.7,1079,42,"success",0,1,104.645370004411,39.3118472498421
"06/06 17:50:38","FelixFelicis",1,10,3.78,2,0,542.09,36.66,8.8,312.1,392,12,"crash",0,1,377.747782714257,273.014754375917
"06/06 17:50:28","FelixFelicis",1,9,3.91,2,0,720.42,23.23,17.5,302.3,490,29,"crash",0,1,367.246406093221,227.136668669685
"06/06 17:50:10","FelixFelicis",1,8,2.17,2,1,415.33,446.4,5.6,283.6,595,8,"offscreen",0,1,400.838376658152,389.893536396916
"06/06 17:50:03","FelixFelicis",1,7,3.55,0,2,773.06,20.58,49.5,276.9,1613,61,"crash",0,1,338.894582031563,246.502350874518
"06/06 17:49:13","FelixFelicis",1,6,-1.72,2,0,519.52,11.36,20.9,226.5,350,27,"success",0,1,186.798577047702,93.7376949905419
"06/06 17:48:51","FelixFelicis",1,5,-1.03,1,0,476.34,29.55,20.4,204.5,401,29,"success",0,1,177.941995215862,95.2444802456714
"06/06 17:48:29","FelixFelicis",1,4,-2.69,2,0,504.29,14.61,63.7,182.9,1915,91,"success",0,1,131.934435584682,92.1848096868736
"06/06 17:47:23","FelixFelicis",1,3,-0.43,2,0,756.05,18.46,67.9,117.2,1763,106,"success",0,1,229.424690918494,149.627953259056
"06/06 17:46:13","FelixFelicis",1,2,-1.78,1,0,445.69,12.75,19.1,46.6,381,26,"crash",0,1,235.472324842062,149.908468857103
"06/06 17:45:52","FelixFelicis",1,1,-3.61,2,1,399.96,45.04,16.2,25.5,820,19,"crash",0,1,279.751183538259,232.265093317188
"06/06 12:16:02","mgalharret",3,39,-3.2,1,2,355.44,27.93,31.1,1219.4,590,41,"success",0,1,177.081283895917,107.24762330859
"06/06 12:15:30","mgalharret",3,38,3.3,2,0,530.04,12.2,44.4,1187.3,1902,73,"success",0,1,324.940550888512,253.535733910007
"06/06 12:14:44","mgalharret",3,37,-2.3,1,0,376.98,28.4,11.1,1142,152,14,"success",0,1,171.253613232614,93.5465539624314
"06/06 12:14:33","mgalharret",3,36,0.27,1,2,431.01,9.34,24,1130.4,434,38,"success",0,1,178.127632569421,91.962606296172
"06/06 12:14:08","mgalharret",3,35,-0.39,1,0,569.21,6.23,21.8,1105.7,300,30,"success",0,1,299.858373515373,187.385600411842
"06/06 12:13:46","mgalharret",3,34,3.62,1,2,395.56,6.54,17.3,1083.2,370,26,"success",0,1,131.774656891406,66.5368019164941
"06/06 12:13:27","mgalharret",3,33,3.87,0,2,511.8,15.24,16.4,1065,524,27,"success",0,1,179.899506085091,94.3958194703768
"06/06 12:13:10","mgalharret",3,32,0.7,1,0,311.52,26.45,15.1,1048.2,253,22,"success",0,1,178.97399152386,111.392052426774
"06/06 12:12:55","mgalharret",3,31,2.08,2,1,527.61,175.22,34.3,1032.5,1142,56,"crash",0,1,298.658232127008,266.224445350071
"06/06 12:12:20","mgalharret",3,30,-0.57,2,0,583.79,10.85,25.3,997.7,473,36,"success",0,1,224.879183732397,114.656537931834
"06/06 12:11:54","mgalharret",3,29,-0.67,1,0,322.69,13.61,17.6,971.8,259,24,"success",0,1,174.828524658987,108.14584294132
"06/06 12:11:36","mgalharret",3,28,-3.01,1,2,420.93,33.82,34.1,953.5,962,59,"success",0,1,184.617310170061,116.470224781654
"06/06 12:11:01","mgalharret",3,27,-3.73,1,0,394,9.58,17.3,918.8,334,23,"success",0,1,135.735132193928,65.7054328283057
"06/06 12:10:43","mgalharret",3,26,3.98,2,0,695.58,787.91,3.9,900.7,268,3,"offscreen",0,1,739.74442635354,755.44394131114
"06/06 12:10:39","mgalharret",3,25,-0.8,1,0,393.88,13.33,21.9,896.4,338,34,"success",0,1,194.017912647932,116.886883007813
"06/06 12:10:16","mgalharret",3,24,1.63,0,2,789.61,21.82,40.3,873.6,957,60,"crash",0,1,285.773548104557,184.021697810264
"06/06 12:09:35","mgalharret",3,23,1.8,2,1,403.48,7.38,24.1,832.6,437,35,"success",0,1,174.692516036048,95.5148848490037
"06/06 12:09:09","mgalharret",3,22,-2.9,1,0,479.8,17.48,29.3,807.2,580,32,"success",0,1,183.717683343505,122.081574247572
"06/06 12:08:40","mgalharret",3,21,-3.2,2,0,686.96,13.3,46,777.5,1009,68,"success",0,1,199.063148942588,105.884105258336
"06/06 12:07:53","mgalharret",3,20,3.41,2,0,543.72,13.91,35.3,731,879,56,"success",0,1,254.441053235825,153.911175160912
"06/06 12:07:17","mgalharret",3,19,-3.34,2,0,600.06,10.44,23.7,694.7,524,34,"success",0,1,267.423579227835,170.720605865647
"06/06 12:06:53","mgalharret",3,18,1.87,2,0,568.97,8.85,45.2,670.4,860,67,"success",0,1,257.063838097036,164.298092255368
"06/06 12:06:07","mgalharret",3,17,-3.03,2,0,674.92,9.03,27.4,624.5,545,41,"success",0,1,221.147154627321,105.543214578273
"06/06 12:05:38","mgalharret",3,16,-1.3,1,2,295.22,39.73,43.8,596.2,950,76,"success",0,1,134.836590134689,90.7164184493563
"06/06 12:04:54","mgalharret",3,15,-2.32,1,0,439.82,5.2,27.5,551.4,517,38,"success",0,1,124.565074771863,64.2065626267658
"06/06 12:04:25","mgalharret",3,14,-3.93,2,1,513.6,11.25,18.5,523,641,32,"crash",0,1,250.784929216347,170.039491830254
"06/06 12:04:06","mgalharret",3,13,-3.57,0,2,574.1,214.67,23,504,675,32,"crash",0,1,454.769435344338,383.019965284373
"06/06 12:03:43","mgalharret",3,12,-2.84,1,0,385.15,43.8,34.7,480.2,1053,58,"crash",0,1,152.074444321276,105.795178056984
"06/06 12:03:07","mgalharret",3,11,2.01,1,2,295,11.17,28.9,444.7,510,44,"success",0,1,140.231396782807,98.2694768390727
"06/06 12:02:37","mgalharret",3,10,2.41,2,0,536.76,8.41,33.6,414.9,619,48,"success",0,1,257.10687130359,163.911177430141
"06/06 12:02:03","mgalharret",3,8,2.54,1,0,368.5,7.87,30.9,380.5,587,42,"success",0,1,178.242395340063,114.558874749592
"06/06 12:01:31","mgalharret",3,7,-2.18,1,0,282.68,27.97,27.2,348.6,422,35,"success",0,1,109.037407644903,76.1296495382018
"06/06 12:01:03","mgalharret",3,6,-1.96,0,2,640.94,16.05,32.2,320.4,548,45,"success",0,1,256.816323760012,149.92121772709
"06/06 12:00:29","mgalharret",3,5,-2.55,2,0,529.49,216.62,26.3,287.2,465,41,"offscreen",0,1,201.317972023523,119.277213172738
"06/06 12:00:02","mgalharret",3,4,0.68,2,0,710.88,11.31,32.6,260,435,39,"success",0,1,308.329394115818,179.511701571596
"06/06 11:59:28","mgalharret",3,3,0.04,0,2,583.82,9.3,44.2,226.1,799,69,"success",0,1,179.79449979272,87.2060267727128
"06/06 11:58:43","mgalharret",3,2,1.83,2,0,656.48,20.34,100.4,180.3,2136,147,"success",0,1,239.78925199259,171.943854933549
"06/06 11:57:01","mgalharret",3,1,0.82,1,0,473.65,9.17,59.9,78.3,986,103,"success",0,1,172.55602672943,109.560187392635
"06/05 12:40:03","achqt",3,38,0.69,1,0,593.28,663.79,13.7,662.9,196,16,"crash",0,1,576.965629080554,586.538577949849
"06/05 12:39:49","achqt",3,37,3.84,1,0,465.34,688.14,20.4,648.7,643,24,"offscreen",0,1,463.517021737121,446.519169102149
"06/05 12:39:28","achqt",3,36,-3.88,1,0,262.39,223.54,6.8,627.5,150,9,"offscreen",0,1,210.95873631193,186.928822445857
"06/05 12:39:20","achqt",3,35,1.6,1,2,472.7,31.35,13,619.3,140,8,"crash",0,1,248.213710277044,160.48514933176
"06/05 12:39:06","achqt",3,34,-0.63,1,0,536.42,30.86,9.7,605.4,146,10,"crash",0,1,334.085445829944,237.190866172054
"06/05 12:38:55","achqt",3,33,2.26,0,2,625.35,234.98,14.3,595,205,14,"offscreen",0,1,364.776682745196,259.631861606777
"06/05 12:38:40","achqt",3,32,3.5,0,2,544.4,154.63,6.7,580.1,111,10,"offscreen",0,1,387.402717212259,295.237663045309
"06/05 12:38:23","achqt",3,31,0.54,1,2,426.94,15.4,32.6,563.1,869,71,"crash",0,1,199.202075535211,156.172982124852
"06/05 12:37:49","achqt",3,30,0.14,0,1,483.85,6.61,9.7,529.1,312,14,"crash",0,1,274.589717732979,174.454219201663
"06/05 12:37:38","achqt",3,29,-2.42,0,2,592.32,82.49,27.1,517.8,787,54,"crash",0,1,338.038033377158,219.899034782314
"06/05 12:37:10","achqt",3,28,-2.73,1,0,376.32,161.33,8.1,490.1,304,14,"offscreen",0,1,247.326311705274,180.111528679932
"06/05 12:36:59","achqt",3,27,0.74,1,2,426.86,5.93,12.4,479,371,30,"crash",0,1,208.200835047082,121.809980433667
"06/05 12:36:45","achqt",3,26,-2.92,0,2,551.12,289.19,39.5,464.5,1169,67,"crash",0,1,443.415392505351,378.359352066344
"06/05 12:36:05","achqt",3,25,-2.16,1,0,452.44,214.97,8.2,424.3,340,15,"offscreen",0,1,342.427305709777,286.735746989475
"06/05 12:35:56","achqt",3,24,3.73,1,0,581.07,757.93,14.8,415.7,569,14,"offscreen",0,1,609.638749735439,640.28704385853
"06/05 12:35:39","achqt",3,23,-0.41,0,2,649.37,20.63,20,398.5,643,53,"crash",0,1,373.33838287004,249.804466098644
"06/05 12:35:18","achqt",3,22,3.08,1,2,403.54,392.4,10.5,377.9,370,24,"offscreen",0,1,331.703428709454,319.390885420005
"06/05 12:35:07","achqt",3,21,-2.31,0,2,562.81,720.94,8.4,366.4,122,7,"offscreen",0,1,584.712107782203,603.744087286123
"06/05 12:34:54","achqt",3,20,-1.06,2,1,424.09,431.71,13.1,353.8,299,23,"offscreen",0,1,257.712544974236,230.097419526458
"06/05 12:34:39","achqt",3,19,0.44,1,0,395.89,255.46,27.2,338.5,935,71,"crash",0,1,315.932352482613,294.418771483013
"06/05 12:34:03","achqt",3,18,-0.44,0,1,523.47,44.48,24.2,303.1,909,52,"crash",0,1,374.344569776803,295.403252687478
"06/05 12:33:38","achqt",3,17,3.92,1,0,477.71,324.52,6.5,278.1,672,8,"crash",0,1,481.85999375196,464.225095134388
"06/05 12:33:31","achqt",3,16,1.18,2,0,700.38,266.32,11.8,270.9,532,12,"offscreen",0,1,497.076852500176,401.884920169898
"06/05 12:33:18","achqt",3,15,3.12,0,1,465.16,534.08,11,258.1,584,20,"offscreen",0,1,299.479238829482,272.866836458551
"06/05 12:33:06","achqt",3,14,-0.73,0,1,574.74,56.58,21.2,245.9,779,42,"crash",0,1,290.525410943206,191.786734777785
"06/05 12:32:45","achqt",3,13,-0.69,1,2,392.91,64.72,10.5,224.3,395,27,"crash",0,1,240.766750462552,174.858007558177
"06/05 12:32:33","achqt",3,12,-2.85,1,0,427.6,1.75,7,213,112,4,"crash",0,1,265.115105288749,184.551695782626
"06/05 12:32:25","achqt",3,11,-1.97,0,2,600.67,693.39,8.5,204.9,204,12,"offscreen",0,1,637.370332817866,648.309408235676
"06/05 12:32:16","achqt",3,10,1.05,2,0,717.39,121.66,22.8,195.7,650,49,"crash",0,1,475.82179148629,354.666421137337
"06/05 12:31:52","achqt",3,9,2.51,1,2,447.35,185.72,10,171.8,106,10,"offscreen",0,1,232.210935330736,153.617835642378
"06/05 12:31:41","achqt",3,8,-0.96,1,0,377.79,23.83,8.9,161.1,201,18,"crash",0,1,249.308917959907,178.614412952036
"06/05 12:31:32","achqt",3,7,-0.14,1,0,476.89,50.22,11.2,151.6,369,25,"crash",0,1,321.01252212946,251.868757923391
"06/05 12:31:20","achqt",3,6,-2.46,0,1,458.07,505.06,4.5,139.8,116,10,"offscreen",0,1,459.090891573679,462.389781695101
"06/05 12:31:15","achqt",3,5,3.39,2,0,734.8,786.93,2.4,134.6,23,2,"offscreen",0,1,747.01245945863,756.006296494531
"06/05 12:31:02","achqt",3,4,2.52,2,0,660.29,14.05,60.2,121.8,1264,96,"crash",0,1,318.344561088469,220.228755722079
"06/05 12:30:01","achqt",3,3,-3.65,2,0,612.39,331.6,8.1,60.7,453,7,"offscreen",0,1,414.499950455468,333.468577877128
"06/05 12:29:52","achqt",3,2,0.45,1,0,454,327.31,20.9,51.6,618,47,"offscreen",0,1,319.803644633982,256.762793456715
"06/05 12:29:30","achqt",3,1,0.89,0,2,677.5,159.29,21.3,29.3,546,56,"offscreen",0,1,374.675874459168,272.430609551837
"06/04 11:43:53","ewb",1,3,2.83,0,2,684.4,120.91,18.4,70.2,573,40,"crash",0,0,311.527930131929,188.404749577204
"06/04 11:43:31","ewb",1,2,2.28,1,0,332.35,10.35,21.2,50.9,637,40,"success",0,0,261.222791806974,190.214420397456
"06/04 11:43:09","ewb",1,1,3.23,1,0,455.62,199.69,17.8,29,784,40,"offscreen",0,0,447.847494912536,389.138302717312
"06/04 11:34:30","ewb",1,49,1.19,1,2,396.66,172.53,19.3,661.3,640,41,"offscreen",0,1,250.559368127516,188.948919241782
"06/04 11:34:10","ewb",1,48,2.46,2,0,728,554.76,9.8,641.6,522,10,"crash",0,1,711.978418458406,700.432576120421
"06/04 11:33:59","ewb",1,47,3.93,0,2,671.99,486.74,5.3,631.2,133,8,"offscreen",0,1,581.11038409975,542.952207761973
"06/04 11:33:54","ewb",1,46,-3.09,2,0,678.27,524.21,8.1,625.7,139,9,"offscreen",0,1,574.647987558817,535.510508794739
"06/04 11:33:45","ewb",1,45,-2.31,2,1,512.13,62.37,8.5,617.2,369,21,"crash",0,1,373.773873805375,307.546918821502
"06/04 11:33:36","ewb",1,44,-1.47,0,2,681.48,167.11,21.3,607.5,513,43,"crash",0,1,465.310249064547,372.918469995525
"06/04 11:33:13","ewb",1,43,-0.55,0,2,609.52,20.85,38.3,584.5,868,69,"success",0,1,317.903697373611,215.973017721711
"06/04 11:32:34","ewb",1,42,-3.43,1,2,533.58,521.23,6.1,545.9,406,11,"offscreen",0,1,524.173424527359,510.98881743733
"06/04 11:32:28","ewb",1,41,-2.94,1,2,590.32,277.67,7.9,539.4,260,14,"offscreen",0,1,508.699034110614,452.828255038755
"06/04 11:32:18","ewb",1,40,3,2,0,596.83,524.79,31.2,529.7,1099,59,"crash",0,1,307.321899490411,205.965325465229
"06/04 11:31:46","ewb",1,39,2.55,1,2,429.45,288.47,9.2,498,364,22,"offscreen",0,1,314.18399609002,269.907181292417
